YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,41.4,41.4,,,38,44.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.6,28.6,,,26.7,30.6,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.3,40.3,,,37.6,43.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.8,31.8,,,30.4,33.3,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.6,30.6,,,24.5,37.4,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.9,28.9,,,26.9,31.1,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,39.1,39.1,,,36,42.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.7,29.7,,,28.4,31,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.2,16.2,,,9.6,26.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,44.8,44.8,,,40.5,49.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.0,30,,,25.7,34.7,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,37.5,37.5,,,32,43.4,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,36.5,36.5,,,25.3,49.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.3,29.3,,,18.4,43.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.3,28.3,,,26.2,30.5,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.4,30.4,,,27.9,33.1,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.5,29.5,,,27.8,31.2,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.7,31.7,,,22.2,43,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,MRC,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.2,31.2,,,26,36.9,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.2,28.2,,,26.3,30.2,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.6,23.6,,,15.5,34.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.0,41,,,37.5,44.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.1,29.1,,,27.7,30.6,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.5,26.5,,,24.8,28.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.8,31.8,,,29.3,34.4,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,32.1,32.1,,,30.4,34,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.0,33,,,31.2,34.8,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.9,28.9,,,19.6,40.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.1,40.1,,,36.7,43.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,39.7,39.7,,,36.5,43,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.7,40.7,,,37,44.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.4,40.4,,,37.1,43.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.6,32.6,,,25.8,40.3,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.8,28.8,,,26.7,31,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,39.8,39.8,,,37.1,42.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.3,30.3,,,28.3,32.4,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.3,26.3,,,25,27.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.1,30.1,,,28.7,31.5,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.0,22,,,16.7,28.5,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.0,29,,,22.8,36.1,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.3,28.3,,,26.3,30.3,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,40.2,40.2,,,33.9,46.9,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,44.4,44.4,,,40.3,48.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.1,28.1,,,21.7,35.4,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,25.7,25.7,,,21.5,30.5,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.9,28.9,,,26.7,31.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,15.9,15.9,,,9.4,25.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,MRC,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.0,30,,,28.1,31.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.3,31.3,,,26.5,36.6,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.6,22.6,,,17.2,29.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,22.8,22.8,,,13.7,35.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,MRC,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,23.9,23.9,,,15.4,35.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,MRC,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,41.8,41.8,,,37.4,46.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,25.4,25.4,,,20.6,30.8,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,35.8,35.8,,,29.3,42.8,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.1,32.1,,,30.2,34,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,40.1,40.1,,,36.8,43.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.3,33.3,,,31.3,35.4,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.6,29.6,,,28.2,31.1,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.2,30.2,,,28.2,32.3,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,26.5,26.5,,,25.2,27.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,40.6,40.6,,,37.3,44,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,25.9,25.9,,,24.3,27.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.2,30.2,,,28,32.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.7,26.7,,,25.1,28.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.0,31,,,19.1,46,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,MRC,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.3,28.3,,,22.3,35.1,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.1,31.1,,,29.3,33,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.4,29.4,,,27.3,31.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.6,28.6,,,22.5,35.6,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,21.9,21.9,,,15.8,29.7,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2013,2013,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.3,23.3,,,17,31.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2011,2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.5,26.5,,,21.4,32.2,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.6,29.6,,,22.5,37.8,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2016,2016,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,18.6,18.6,,,13.8,24.7,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.9,33.9,,,31.4,36.4,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.3,41.3,,,37,45.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,25.3,25.3,,,20.7,30.5,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2014,2014,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,26.7,26.7,,,25.2,28.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2018,2018,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,38.3,38.3,,,29.7,47.7,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,27.2,27.2,,,25.4,29.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
