analytics_matchkey,max_loan_amount,late_30_days,late_60_days,late_90_days
1654090,1900,0,0,0
1654091,1000,0,0,0
1654092,2711,0,0,0
1654093,3275,0,0,0
1654094,2000,0,0,0
1654095,2575,1,0,0
1654096,3365,0,0,0
1654097,3365,0,0,0
1654098,1800,0,0,0
1654099,1241,0,0,0
1654100,1200,0,0,0
1654101,3500,0,0,0
1654102,1459,0,0,0
1654103,1035,0,0,0
1654104,1873,1,1,1
1654105,1500,0,0,0
1654106,2000,0,0,0
1654107,2000,0,0,0
1654108,1000,0,0,0
1654109,1600,0,0,0
1654110,2500,0,0,0
1654111,1575,0,0,0
1654112,1978,0,0,0
1654113,2000,1,0,0
1654114,3000,0,0,0
1654115,1200,1,0,0
1654116,1647,1,0,0
1654117,2500,0,0,0
1654118,1974,0,0,0
1654119,1203,0,0,0
1654120,2500,0,0,0
1654121,1681,0,0,0
1654122,1980,0,0,0
1654123,1650,0,0,0
1654124,1700,0,0,0
1654125,2565,1,1,1
1654126,2000,0,0,0
1654127,1590,0,0,0
1654128,1500,0,0,0
1654129,1500,0,0,0
1654130,1391,0,0,0
1654131,3150,0,0,0
1654132,2100,0,0,0
1654133,1500,0,0,0
1654134,3100,0,0,0
1654135,2600,0,0,0
1654136,1000,0,0,0
1654137,1200,0,0,0
1654138,2500,0,0,0
1654139,3000,0,0,0
1654140,1370,0,0,0
1654141,2500,0,0,0
1654142,1200,0,0,0
1654143,1250,0,0,0
1654144,2513,0,0,0
1654145,2500,0,0,0
1654146,3000,0,0,0
1654147,1241,0,0,0
1654148,1300,0,0,0
1654149,3575,0,0,0
1654150,1200,1,0,0
1654151,1000,0,0,0
1654152,1000,0,0,0
1654153,2051,0,0,0
1654154,1725,0,0,0
1654155,1100,0,0,0
1654156,3270,1,0,0
1654157,1400,0,0,0
1654158,1400,0,0,0
1654159,1500,0,0,0
1654160,1400,0,0,0
1654161,1000,0,0,0
1654162,3000,0,0,0
1654163,3000,0,0,0
1654164,1500,0,0,0
1654165,1000,0,0,0
1654166,1500,0,0,0
1654167,1974,0,0,0
1654168,1100,0,0,0
1654169,1575,0,0,0
1654170,1575,0,0,0
1654171,2200,0,0,0
1654172,1500,0,0,0
1654173,1575,0,0,0
1654174,1000,0,0,0
1654175,1250,0,0,0
1654176,1006,0,0,0
1654177,1500,0,0,0
1654178,1200,0,0,0
1654179,2101,0,0,0
1654180,1081,0,0,0
1654181,1390,0,0,0
1654182,2050,0,0,0
1654183,1000,0,0,0
1654184,2639,0,0,0
1654185,4000,1,1,1
1654186,1700,1,1,0
1654187,2650,0,0,0
1654188,1022,1,1,1
1654189,2024,0,0,0
1654190,1500,0,0,0
1654191,1055,0,0,0
1654192,1576,0,0,0
1654193,1000,0,0,0
1654194,1000,0,0,0
1654195,1000,0,0,0
1654196,1775,0,0,0
1654197,1000,0,0,0
1654198,2040,0,0,0
1654199,1600,0,0,0
1654200,2500,0,0,0
1654201,1150,0,0,0
1654202,3165,0,0,0
1654203,1611,0,0,0
1654204,2475,0,0,0
1654205,1055,0,0,0
1654206,1243,0,0,0
1654207,1070,0,0,0
1654208,3000,0,0,0
1654209,1500,0,0,0
1654210,1210,0,0,0
1654211,1078,0,0,0
1654212,1370,1,1,1
1654213,2500,0,0,0
1654214,1241,0,0,0
1654215,1100,0,0,0
1654216,1000,1,1,1
1654217,3500,0,0,0
1654218,1000,0,0,0
1654219,1700,0,0,0
1654220,1200,0,0,0
1654221,1600,0,0,0
1654222,1750,0,0,0
1654223,1525,0,0,0
1654224,1225,0,0,0
1654225,2000,0,0,0
1654226,2600,1,1,1
1654227,3000,0,0,0
1654228,2525,0,0,0
1654229,1975,0,0,0
1654230,3000,0,0,0
1654231,1070,0,0,0
1654232,3127,0,0,0
1654233,2500,0,0,0
1654234,1300,0,0,0
1654235,2487,0,0,0
1654236,3000,1,0,0
1654237,2264,0,0,0
1654238,2000,0,0,0
1654239,1250,0,0,0
1654240,1390,0,0,0
1654241,2600,0,0,0
1654242,2083,0,0,0
1654243,2006,0,0,0
1654244,1872,0,0,0
1654245,1800,0,0,0
1654246,1200,0,0,0
1654247,2861,0,0,0
1654248,2861,0,0,0
1654249,1070,0,0,0
1654250,1675,0,0,0
1654251,1004,0,0,0
1654252,1049,1,1,1
1654253,3248,0,0,0
1654254,1220,0,0,0
1654255,1220,0,0,0
1654256,1500,0,0,0
1654257,2500,0,0,0
1654258,1500,0,0,0
1654259,1200,0,0,0
1654260,2000,0,0,0
1654261,1000,0,0,0
1654262,1550,0,0,0
1654263,2000,0,0,0
1654264,2000,0,0,0
1654265,1234,0,0,0
1654266,2163,0,0,0
1654267,3010,0,0,0
1654268,1675,0,0,0
1654269,2500,0,0,0
1654270,1400,1,1,1
1654271,1960,0,0,0
1654272,1375,1,1,1
1654273,2083,0,0,0
1654274,1762,0,0,0
1654275,2500,0,0,0
1654276,1200,0,0,0
1654277,1916,0,0,0
1654278,3000,0,0,0
1654279,1500,0,0,0
1654280,1200,1,1,1
1654281,1000,0,0,0
1654282,1735,0,0,0
1654283,1000,0,0,0
1654284,2000,0,0,0
1654285,2029,0,0,0
1654286,1390,0,0,0
1654287,2549,0,0,0
1654288,2100,0,0,0
1654289,3012,1,1,0
1654290,1530,0,0,0
1654291,2075,1,1,1
1654292,2000,0,0,0
1654293,1000,0,0,0
1654294,1200,0,0,0
1654295,2000,0,0,0
1654296,1370,0,0,0
1654297,1500,1,0,0
1654298,1250,0,0,0
1654299,1354,0,0,0
1654300,2000,0,0,0
1654301,1070,0,0,0
1654302,1250,0,0,0
1654303,2025,0,0,0
1654304,2525,0,0,0
1654305,1000,1,0,0
1654306,1700,0,0,0
1654307,1284,0,0,0
1654308,1150,0,0,0
1654309,1100,0,0,0
1654310,1370,0,0,0
1654311,1282,0,0,0
1654312,1250,0,0,0
1654313,1500,0,0,0
1654314,1500,0,0,0
1654315,2600,0,0,0
1654316,1055,0,0,0
1654317,1055,0,0,0
1654318,1974,0,0,0
1654319,3150,0,0,0
1654320,2000,0,0,0
1654321,1365,0,0,0
1654322,1500,0,0,0
1654323,2455,0,0,0
1654324,2500,0,0,0
1654325,2500,0,0,0
1654326,1500,0,0,0
1654327,1080,0,0,0
1654328,1000,0,0,0
1654329,1000,0,0,0
1654330,1428,0,0,0
1654331,2000,0,0,0
1654332,1500,0,0,0
1654333,1200,1,0,0
1654334,2600,0,0,0
1654335,3000,0,0,0
1654336,2604,0,0,0
1654337,1025,1,1,1
1654338,2819,1,0,0
1654339,1678,1,1,1
1654340,1000,0,0,0
1654341,1250,0,0,0
1654342,1000,0,0,0
1654343,1000,0,0,0
1654344,2000,0,0,0
1654345,2000,0,0,0
1654346,1826,0,0,0
1654347,1000,0,0,0
1654348,1000,0,0,0
1654349,3165,0,0,0
1654350,1500,0,0,0
1654351,1200,0,0,0
1654352,1000,0,0,0
1654353,1284,0,0,0
1654354,1200,0,0,0
1654355,1234,0,0,0
1654356,1303,0,0,0
1654357,1407,0,0,0
1654358,1570,0,0,0
1654359,1200,0,0,0
1654360,1675,0,0,0
1654361,1470,0,0,0
1654362,2326,0,0,0
1654363,1099,0,0,0
1654364,1100,0,0,0
1654365,1100,0,0,0
1654366,1080,0,0,0
1654367,1080,0,0,0
1654368,2009,0,0,0
1654369,1156,0,0,0
1654370,1060,0,0,0
1654371,1000,0,0,0
1654372,1000,0,0,0
1654373,3400,0,0,0
1654374,1500,0,0,0
1654375,1200,0,0,0
1654376,1000,0,0,0
1654377,1098,0,0,0
1654378,1000,0,0,0
1654379,1025,0,0,0
1654380,2500,0,0,0
1654381,1030,0,0,0
1654382,1002,0,0,0
1654383,1365,0,0,0
1654384,2438,0,0,0
1654385,1065,0,0,0
1654386,1000,0,0,0
1654387,2083,0,0,0
1654388,2450,0,0,0
1654389,1200,0,0,0
1654390,2100,0,0,0
1654391,2105,1,1,1
1654392,3025,0,0,0
1654393,1000,0,0,0
1654394,1000,0,0,0
1654395,1890,0,0,0
1654396,1500,0,0,0
1654397,1566,0,0,0
1654398,1055,0,0,0
1654399,1271,1,1,1
1654400,2000,0,0,0
1654401,1000,0,0,0
1654402,1025,0,0,0
1654403,3000,0,0,0
1654404,1050,1,0,0
1654405,1000,0,0,0
1654406,2237,0,0,0
1654407,1030,0,0,0
1654408,1000,0,0,0
1654409,1000,0,0,0
1654410,1080,0,0,0
1654411,1209,0,0,0
1654412,1204,0,0,0
1654413,1375,0,0,0
1654414,3150,0,0,0
1654415,2165,0,0,0
1654416,1500,0,0,0
1654417,1370,0,0,0
1654418,1370,0,0,0
1654419,4000,0,0,0
1654420,1055,1,1,1
1654421,2049,0,0,0
1654422,1500,0,0,0
1654423,1000,0,0,0
1654424,2000,0,0,0
1654425,1000,0,0,0
1654426,2625,0,0,0
1654427,1375,1,1,1
1654428,1000,0,0,0
1654429,2500,0,0,0
1654430,1050,0,0,0
1654431,1000,0,0,0
1654432,1000,0,0,0
1654433,2000,1,0,0
1654434,3500,0,0,0
1654435,1000,0,0,0
1654436,1680,0,0,0
1654437,1500,0,0,0
1654438,2076,0,0,0
1654439,1156,0,0,0
1654440,1370,0,0,0
1654441,3801,0,0,0
1654442,1000,0,0,0
1654443,1000,0,0,0
1654444,1260,0,0,0
1654445,1320,0,0,0
1654446,1000,0,0,0
1654447,1525,0,0,0
1654448,1000,0,0,0
1654449,1000,0,0,0
1654450,2604,0,0,0
1654451,2000,0,0,0
1654452,1025,0,0,0
1654453,1250,0,0,0
1654454,1562,0,0,0
1654455,1205,0,0,0
1654456,1525,0,0,0
1654457,4000,0,0,0
1654458,1410,0,0,0
1654459,1525,0,0,0
1654460,1000,0,0,0
1654461,3000,0,0,0
1654462,2080,0,0,0
1654463,1055,0,0,0
1654464,1391,0,0,0
1654465,2500,1,1,1
1654466,2500,0,0,0
1654467,1354,1,1,0
1654468,2061,0,0,0
1654469,1100,0,0,0
1654470,1025,0,0,0
1654471,1250,0,0,0
1654472,1300,0,0,0
1654473,1575,0,0,0
1654474,1070,0,0,0
1654475,1400,1,1,1
1654476,1200,0,0,0
1654477,3165,0,0,0
1654478,1055,0,0,0
1654479,2000,0,0,0
1654480,1436,0,0,0
1654481,1329,0,0,0
1654482,2014,0,0,0
1654483,2600,0,0,0
1654484,3075,0,0,0
1654485,2500,0,0,0
1654486,1350,1,1,1
1654487,1200,0,0,0
1654488,2500,0,0,0
1654489,1200,0,0,0
1654490,1000,0,0,0
1654491,1500,0,0,0
1654492,1270,0,0,0
1654493,3075,0,0,0
1654494,2500,0,0,0
1654495,1000,0,0,0
1654496,1665,0,0,0
1654497,1975,0,0,0
1654498,2083,0,0,0
1654499,1500,0,0,0
1654500,2576,0,0,0
1654501,1200,0,0,0
1654502,3725,0,0,0
1654503,1400,0,0,0
1654504,1300,0,0,0
1654505,1205,0,0,0
1654506,2100,0,0,0
1654507,1366,0,0,0
1654508,1000,0,0,0
1654509,1055,0,0,0
1654510,1500,0,0,0
1654511,1500,0,0,0
1654512,1320,0,0,0
1654513,2000,0,0,0
1654514,2570,0,0,0
1654515,1391,0,0,0
1654516,2004,0,0,0
1654517,1500,0,0,0
1654518,1055,0,0,0
1654519,2650,0,0,0
1654520,2000,0,0,0
1654521,3087,0,0,0
1654522,1200,0,0,0
1654523,2000,0,0,0
1654524,1400,0,0,0
1654525,1000,0,0,0
1654526,2000,1,1,0
1654527,1000,0,0,0
1654528,1500,0,0,0
1654529,1839,0,0,0
1654530,1200,1,1,1
1654531,2400,0,0,0
1654532,2000,0,0,0
1654533,1000,0,0,0
1654534,3500,0,0,0
1654535,1250,0,0,0
1654536,2007,0,0,0
1654537,1000,0,0,0
1654538,1000,0,0,0
1654539,1000,0,0,0
1654540,1926,0,0,0
1654541,1590,0,0,0
1654542,2150,0,0,0
1654543,3000,0,0,0
1654544,1200,0,0,0
1654545,1025,0,0,0
1654546,1500,0,0,0
1654547,1974,0,0,0
1654548,1974,0,0,0
1654549,1020,0,0,0
1654550,1020,0,0,0
1654551,1041,0,0,0
1654552,1575,1,1,1
1654553,1715,1,1,1
1654554,1200,0,0,0
1654555,1200,0,0,0
1654556,1264,0,0,0
1654557,3098,0,0,0
1654558,1000,0,0,0
1654559,2244,0,0,0
1654560,1500,0,0,0
1654561,1500,0,0,0
1654562,1400,0,0,0
1654563,1500,0,0,0
1654564,2500,1,1,1
1654565,2000,0,0,0
1654566,3136,0,0,0
1654567,2600,0,0,0
1654568,1000,0,0,0
1654569,1560,0,0,0
1654570,1185,0,0,0
1654571,1200,0,0,0
1654572,1062,0,0,0
1654573,1500,0,0,0
1654574,1500,0,0,0
1654575,1000,0,0,0
1654576,2600,0,0,0
1654577,1239,0,0,0
1654578,1391,0,0,0
1654579,1003,0,0,0
1654580,2000,0,0,0
1654581,1468,0,0,0
1654582,1370,0,0,0
1654583,1801,0,0,0
1654584,3165,0,0,0
1654585,1000,0,0,0
1654586,2000,0,0,0
1654587,3825,0,0,0
1654588,1100,0,0,0
1654589,1200,0,0,0
1654590,1428,0,0,0
1654591,1340,0,0,0
1654592,2500,0,0,0
1654593,1391,0,0,0
1654594,1222,0,0,0
1654595,1325,0,0,0
1654596,2500,0,0,0
1654597,1667,0,0,0
1654598,1047,0,0,0
1654599,2590,0,0,0
1654600,1370,0,0,0
1654601,3500,0,0,0
1654602,2525,0,0,0
1654603,1500,0,0,0
1654604,1500,0,0,0
1654605,1500,0,0,0
1654606,1390,0,0,0
1654607,2600,1,1,1
1654608,1055,0,0,0
1654609,1200,0,0,0
1654610,1200,0,0,0
1654611,1500,0,0,0
1654612,1000,0,0,0
1654613,2000,0,0,0
1654614,4000,0,0,0
1654615,1250,0,0,0
1654616,2228,0,0,0
1654617,1312,0,0,0
1654618,2000,0,0,0
1654619,1000,0,0,0
1654620,2042,0,0,0
1654621,1000,0,0,0
1654622,1770,0,0,0
1654623,1070,0,0,0
1654624,1382,0,0,0
1654625,2600,1,1,1
1654626,2000,0,0,0
1654627,1726,0,0,0
1654628,1070,0,0,0
1654629,1070,0,0,0
1654630,2566,0,0,0
1654631,1000,0,0,0
1654632,1000,0,0,0
1654633,1203,0,0,0
1654634,1229,0,0,0
1654635,1000,0,0,0
1654636,1000,0,0,0
1654637,1000,0,0,0
1654638,1994,0,0,0
1654639,2502,0,0,0
1654640,1453,0,0,0
1654641,1500,0,0,0
1654642,1080,0,0,0
1654643,1680,1,0,0
1654644,2203,0,0,0
1654645,1500,0,0,0
1654646,2100,1,0,0
1654647,1125,0,0,0
1654648,1500,0,0,0
1654649,1115,0,0,0
1654650,1370,0,0,0
1654651,2600,0,0,0
1654652,1400,0,0,0
1654653,2790,0,0,0
1654654,3000,0,0,0
1654655,1500,0,0,0
1654656,1680,0,0,0
1654657,1500,0,0,0
1654658,3000,0,0,0
1654659,1200,0,0,0
1654660,1400,0,0,0
1654661,1200,0,0,0
1654662,1500,0,0,0
1654663,2000,0,0,0
1654664,1200,0,0,0
1654665,1600,1,1,1
1654666,3000,0,0,0
1654667,1000,0,0,0
1654668,1150,0,0,0
1654669,1250,0,0,0
1654670,1000,0,0,0
1654671,2095,0,0,0
1654672,2538,0,0,0
1654673,2000,0,0,0
1654674,1325,0,0,0
1654675,1422,0,0,0
1654676,1580,0,0,0
1654677,1000,0,0,0
1654678,1200,0,0,0
1654679,1400,0,0,0
1654680,2362,0,0,0
1654681,1937,0,0,0
1654682,1070,1,1,1
1654683,2317,0,0,0
1654684,3000,0,0,0
1654685,1200,0,0,0
1654686,1325,0,0,0
1654687,2000,0,0,0
1654688,1000,1,1,1
1654689,1000,0,0,0
1654690,1575,0,0,0
1654691,2600,1,1,1
1654692,1329,0,0,0
1654693,3470,0,0,0
1654694,2600,1,1,1
1654695,2000,0,0,0
1654696,2555,0,0,0
1654697,3078,0,0,0
1654698,3078,0,0,0
1654699,1254,0,0,0
1654700,1325,0,0,0
1654701,1000,0,0,0
1654702,1250,0,0,0
1654703,1250,0,0,0
1654704,1500,0,0,0
1654705,1080,0,0,0
1654706,2500,0,0,0
1654707,1156,0,0,0
1654708,1500,1,0,0
1654709,1500,0,0,0
1654710,1250,1,1,1
1654711,1272,0,0,0
1654712,1055,1,1,1
1654713,1500,0,0,0
1654714,1250,0,0,0
1654715,1055,0,0,0
1654716,2410,1,1,1
1654717,1003,0,0,0
1654718,1500,0,0,0
1654719,2000,0,0,0
1654720,3150,0,0,0
1654721,1000,0,0,0
1654722,1428,0,0,0
1654723,1984,0,0,0
1654724,1000,0,0,0
1654725,2006,0,0,0
1654726,1535,0,0,0
1654727,1000,0,0,0
1654728,3400,0,0,0
1654729,3000,0,0,0
1654730,1030,0,0,0
1654731,1650,0,0,0
1654732,1055,0,0,0
1654733,2600,1,0,0
1654734,1156,0,0,0
1654735,1503,0,0,0
1654736,1483,0,0,0
1654737,3000,0,0,0
1654738,1100,1,0,0
1654739,1000,0,0,0
1654740,1706,0,0,0
1654741,1500,0,0,0
1654742,2000,0,0,0
1654743,1229,0,0,0
1654744,1475,0,0,0
1654745,1000,0,0,0
1654746,1000,0,0,0
1654747,1205,0,0,0
1654748,1200,0,0,0
1654749,2540,0,0,0
1654750,1070,0,0,0
1654751,2000,1,1,1
1654752,1750,0,0,0
1654753,1100,0,0,0
1654754,3000,1,1,1
1654755,1500,0,0,0
1654756,2400,0,0,0
1654757,1560,0,0,0
1654758,2000,0,0,0
1654759,1112,0,0,0
1654760,3843,0,0,0
1654761,1485,0,0,0
1654762,2600,0,0,0
1654763,1492,0,0,0
1654764,1000,0,0,0
1654765,1000,0,0,0
1654766,3000,1,1,1
1654767,2025,0,0,0
1654768,1974,1,1,0
1654769,1121,0,0,0
1654770,1000,0,0,0
1654771,1217,0,0,0
1654772,1217,0,0,0
1654773,1099,0,0,0
1654774,2000,0,0,0
1654775,1200,0,0,0
1654776,2051,0,0,0
1654777,2000,0,0,0
1654778,1254,0,0,0
1654779,1370,0,0,0
1654780,1400,0,0,0
1654781,3100,0,0,0
1654782,1000,0,0,0
1654783,3100,0,0,0
1654784,1000,0,0,0
1654785,1500,0,0,0
1654786,2078,1,1,1
1654787,4000,1,1,1
1654788,1000,0,0,0
1654789,2600,0,0,0
1654790,2500,0,0,0
1654791,1030,0,0,0
1654792,2600,1,1,1
1654793,1500,0,0,0
1654794,1310,0,0,0
1654795,2549,0,0,0
1654796,1050,0,0,0
1654797,1680,0,0,0
1654798,1500,1,1,0
1654799,1000,0,0,0
1654800,1000,0,0,0
1654801,1297,0,0,0
1654802,1411,0,0,0
1654803,1500,1,0,0
1654804,1650,1,1,1
1654805,1025,0,0,0
1654806,1370,0,0,0
1654807,1069,0,0,0
1654808,4000,0,0,0
1654809,2300,0,0,0
1654810,1675,0,0,0
1654811,1006,0,0,0
1654812,1446,0,0,0
1654813,1000,0,0,0
1654814,2000,0,0,0
1654815,2000,0,0,0
1654816,1300,0,0,0
1654817,2500,0,0,0
1654818,1000,0,0,0
1654819,2000,0,0,0
1654820,2000,0,0,0
1654821,2631,0,0,0
1654822,2899,0,0,0
1654823,1390,0,0,0
1654824,1080,0,0,0
1654825,1000,0,0,0
1654826,3000,0,0,0
1654827,2500,0,0,0
1654828,1200,0,0,0
1654829,1500,0,0,0
1654830,1023,0,0,0
1654831,1250,0,0,0
1654832,1300,0,0,0
1654833,1125,1,1,1
1654834,3075,1,1,0
1654835,2507,0,0,0
1654836,3025,0,0,0
1654837,4000,1,1,1
1654838,1323,0,0,0
1654839,1500,0,0,0
1654840,4000,0,0,0
1654841,3075,0,0,0
1654842,2750,0,0,0
1654843,1074,0,0,0
1654844,1000,0,0,0
1654845,1500,0,0,0
1654846,1500,0,0,0
1654847,1500,0,0,0
1654848,1001,0,0,0
1654849,1275,0,0,0
1654850,1329,0,0,0
1654851,1030,0,0,0
1654852,2671,0,0,0
1654853,1200,0,0,0
1654854,1500,0,0,0
1654855,1080,0,0,0
1654856,1531,0,0,0
1654857,1000,0,0,0
1654858,1250,0,0,0
1654859,2198,0,0,0
1654860,1964,1,1,1
1654861,2083,0,0,0
1654862,1500,0,0,0
1654863,3287,0,0,0
1654864,2511,1,0,0
1654865,1200,1,1,1
1654866,1003,0,0,0
1654867,1000,1,0,0
1654868,1075,0,0,0
1654869,2600,1,1,1
1654870,1055,0,0,0
1654871,1200,0,0,0
1654872,2094,0,0,0
1654873,1830,0,0,0
1654874,1000,0,0,0
1654875,1300,0,0,0
1654876,1562,0,0,0
1654877,2900,0,0,0
1654878,1200,0,0,0
1654879,1375,0,0,0
1654880,1055,0,0,0
1654881,1000,0,0,0
1654882,1003,0,0,0
1654883,1000,0,0,0
1654884,3000,0,0,0
1654885,3000,0,0,0
1654886,3000,1,1,1
1654887,1500,0,0,0
1654888,1000,0,0,0
1654889,2500,0,0,0
1654890,2500,0,0,0
1654891,2500,1,1,1
1654892,1370,0,0,0
1654893,3000,0,0,0
1654894,2000,0,0,0
1654895,1106,0,0,0
1654896,3165,0,0,0
1654897,2083,0,0,0
1654898,3000,0,0,0
1654899,2500,0,0,0
1654900,1770,0,0,0
1654901,2000,1,1,1
1654902,1055,0,0,0
1654903,3400,0,0,0
1654904,2500,0,0,0
1654905,1001,0,0,0
1654906,2050,0,0,0
1654907,3000,0,0,0
1654908,1234,0,0,0
1654909,1035,0,0,0
1654910,1500,0,0,0
1654911,2000,0,0,0
1654912,1000,0,0,0
1654913,1000,0,0,0
1654914,2083,0,0,0
1654915,1370,0,0,0
1654916,1100,0,0,0
1654917,1400,1,1,1
1654918,1060,0,0,0
1654919,2000,0,0,0
1654920,1025,0,0,0
1654921,1362,0,0,0
1654922,3000,0,0,0
1654923,2083,0,0,0
1654924,1300,0,0,0
1654925,1578,0,0,0
1654926,2500,0,0,0
1654927,2500,0,0,0
1654928,1000,0,0,0
1654929,1000,1,1,1
1654930,1400,1,1,1
1654931,1000,0,0,0
1654932,1250,0,0,0
1654933,1200,0,0,0
1654934,1400,0,0,0
1654935,2075,0,0,0
1654936,2110,0,0,0
1654937,2110,0,0,0
1654938,2000,0,0,0
1654939,1200,0,0,0
1654940,1000,0,0,0
1654941,1000,0,0,0
1654942,1597,1,0,0
1654943,1070,0,0,0
1654944,1506,0,0,0
1654945,3169,0,0,0
1654946,1066,0,0,0
1654947,1001,0,0,0
1654948,1070,0,0,0
1654949,2500,0,0,0
1654950,1000,0,0,0
1654951,2300,0,0,0
1654952,1200,0,0,0
1654953,2474,0,0,0
1654954,1356,0,0,0
1654955,1000,0,0,0
1654956,3000,0,0,0
1654957,2057,0,0,0
1654958,1000,0,0,0
1654959,1000,0,0,0
1654960,1050,0,0,0
1654961,1200,0,0,0
1654962,1125,0,0,0
1654963,1545,0,0,0
1654964,2499,0,0,0
1654965,1400,0,0,0
1654966,1530,0,0,0
1654967,1570,0,0,0
1654968,2586,0,0,0
1654969,1373,0,0,0
1654970,1500,0,0,0
1654971,1271,0,0,0
1654972,1700,0,0,0
1654973,2300,0,0,0
1654974,1070,0,0,0
1654975,1400,1,1,1
1654976,1500,0,0,0
1654977,1825,1,1,1
1654978,2000,0,0,0
1654979,1325,0,0,0
1654980,1000,0,0,0
1654981,1000,0,0,0
1654982,1311,0,0,0
1654983,1595,0,0,0
1654984,1370,0,0,0
1654985,1370,0,0,0
1654986,1525,0,0,0
1654987,1000,1,1,1
1654988,3500,0,0,0
1654989,1192,0,0,0
1654990,1192,0,0,0
1654991,1000,1,0,0
1654992,1500,0,0,0
1654993,1500,0,0,0
1654994,1264,0,0,0
1654995,1000,0,0,0
1654996,3150,0,0,0
1654997,1081,0,0,0
1654998,1156,0,0,0
1654999,1000,0,0,0
1655000,2000,0,0,0
1655001,1050,0,0,0
1655002,3000,0,0,0
1655003,3500,0,0,0
1655004,1500,0,0,0
1655005,1000,0,0,0
1655006,2005,0,0,0
1655007,2000,0,0,0
1655008,1500,0,0,0
1655009,1500,0,0,0
1655010,1365,0,0,0
1655011,1428,0,0,0
1655012,2290,0,0,0
1655013,1438,0,0,0
1655014,1002,0,0,0
1655015,2600,0,0,0
1655016,3500,0,0,0
1655017,1000,1,0,0
1655018,1535,0,0,0
1655019,2534,1,1,1
1655020,2000,0,0,0
1655021,2000,0,0,0
1655022,1365,0,0,0
1655023,1000,1,1,1
1655024,1200,0,0,0
1655025,1831,0,0,0
1655026,1000,0,0,0
1655027,1000,0,0,0
1655028,1528,0,0,0
1655029,2500,0,0,0
1655030,1600,0,0,0
1655031,1530,0,0,0
1655032,1895,1,0,0
1655033,1500,0,0,0
1655034,1500,0,0,0
1655035,1500,0,0,0
1655036,1241,0,0,0
1655037,1284,0,0,0
1655038,1000,0,0,0
1655039,1400,0,0,0
1655040,1200,0,0,0
1655041,2120,1,0,0
1655042,1041,0,0,0
1655043,2549,0,0,0
1655044,3000,0,0,0
1655045,3000,0,0,0
1655046,1000,0,0,0
1655047,3100,0,0,0
1655048,2537,1,0,0
1655049,1049,0,0,0
1655050,2000,0,0,0
1655051,3000,0,0,0
1655052,2625,0,0,0
1655053,2000,0,0,0
1655054,1500,0,0,0
1655055,1055,0,0,0
1655056,1703,0,0,0
1655057,4000,0,0,0
1655058,1156,0,0,0
1655059,1521,0,0,0
1655060,2500,0,0,0
1655061,2725,0,0,0
1655062,1400,0,0,0
1655063,1000,0,0,0
1655064,1652,0,0,0
1655065,1100,0,0,0
1655066,1055,0,0,0
1655067,1200,0,0,0
1655068,2000,0,0,0
1655069,1375,0,0,0
1655070,1500,0,0,0
1655071,1872,1,1,1
1655072,1876,1,1,1
1655073,1070,0,0,0
1655074,1200,0,0,0
1655075,1241,0,0,0
1655076,2000,0,0,0
1655077,1000,0,0,0
1655078,2700,0,0,0
1655079,2077,0,0,0
1655080,3780,0,0,0
1655081,2000,0,0,0
1655082,1229,1,1,0
1655083,2039,0,0,0
1655084,2100,0,0,0
1655085,1000,0,0,0
1655086,1500,0,0,0
1655087,1200,0,0,0
1655088,2000,0,0,0
1655089,1500,0,0,0
1655090,3500,1,1,1
1655091,1040,0,0,0
1655092,2000,0,0,0
1655093,1156,0,0,0
1655094,2000,0,0,0
1655095,1000,1,1,1
1655096,2000,0,0,0
1655097,1348,0,0,0
1655098,1055,0,0,0
1655099,1000,0,0,0
1655100,1000,0,0,0
1655101,3500,1,1,1
1655102,1595,0,0,0
1655103,1000,0,0,0
1655104,1000,1,1,1
1655105,1146,0,0,0
1655106,3165,0,0,0
1655107,1525,0,0,0
1655108,1035,0,0,0
1655109,3000,0,0,0
1655110,1500,0,0,0
1655111,1100,0,0,0
1655112,1500,0,0,0
1655113,1500,0,0,0
1655114,2600,0,0,0
1655115,1475,0,0,0
1655116,1000,0,0,0
1655117,1370,0,0,0
1655118,1473,0,0,0
1655119,1473,0,0,0
1655120,1200,0,0,0
1655121,1145,0,0,0
1655122,1060,0,0,0
1655123,1025,0,0,0
1655124,3025,0,0,0
1655125,1050,0,0,0
1655126,1005,0,0,0
1655127,1250,0,0,0
1655128,1000,0,0,0
1655129,3000,0,0,0
1655130,2100,0,0,0
1655131,1300,0,0,0
1655132,1065,0,0,0
1655133,1200,0,0,0
1655134,2000,0,0,0
1655135,1391,0,0,0
1655136,3000,0,0,0
1655137,2083,1,1,1
1655138,1200,1,1,1
1655139,2083,0,0,0
1655140,1400,0,0,0
1655141,1040,0,0,0
1655142,2000,0,0,0
1655143,2000,0,0,0
1655144,1105,0,0,0
1655145,2000,0,0,0
1655146,1600,0,0,0
1655147,1600,0,0,0
1655148,1354,0,0,0
1655149,1156,0,0,0
1655150,2034,0,0,0
1655151,2746,0,0,0
1655152,1200,0,0,0
1655153,1315,0,0,0
1655154,2000,0,0,0
1655155,4000,0,0,0
1655156,1690,0,0,0
1655157,2965,0,0,0
1655158,1156,0,0,0
1655159,1250,1,1,1
1655160,1428,0,0,0
1655161,2000,0,0,0
1655162,1525,0,0,0
1655163,2000,0,0,0
