analytics_matchkey,industry_code_kind_of_business,reporting_subscriber_code,public_record_type_code,effective_date_date_verified,filed_date,paid_date,amount,public_record_source_type_code,equal_credit_opportunity_act_code,legislative_prohibited_code,plaintiff_name,attorney_name,docket_number
1717522,ZP,220,RL,20121212,20121009,20121024,2681,RD,I,1,,,
1717530,ZP,51Z,PF,20160329,20110405,20150713,16168,RD,C,1,,,
1717532,ZP,23,CJ,20151222,20151120,,3593,CI,I,1,,,
1717533,ZP,484,7X,20130124,20120928,20130122,,FE,I,1,,,
1717534,ZP,47,3F,20130419,20130418,,,FE,I,1,,,
1717534,ZP,15,FT,20120501,20120224,,14914,RD,I,1,,,
1717549,ZP,01Z,7X,20140822,20140110,20140821,,FE,I,1,,,
1717549,ZP,01Z,3D,20101029,20100907,20101028,,FE,I,1,,,
1717555,ZP,23,CJ,20140227,20140212,,340,CI,C,2,,,
1717555,ZP,23,CJ,20110823,20110817,,646,CI,I,1,,,
1717555,ZP,23,CJ,20101019,20100915,,549,CI,C,2,,,
1717555,ZP,23,CJ,20100211,20100203,,5439,CI,I,1,,,
1717555,ZP,23,CJ,20091211,20091111,,1545,CI,C,2,,,
1717556,ZP,330,7X,20081016,20080711,20081015,,FE,I,1,,,
1717563,ZP,501,CJ,20120410,20120117,,524,CI,I,2,,,
1717566,ZP,63N,CJ,20160730,20160211,,4112,CI,I,1,,,
1717569,ZP,31S,FT,20100527,20100527,,4138,CC,I,1,,,
1717575,ZP,506,CJ,20100427,20100419,,1511,CI,I,2,,,
1717578,ZP,10M,PC,20160707,20130620,20151105,4780,CI,I,1,,,
1717580,ZP,278,7X,20101021,20100722,20101020,,FE,I,1,,,
1717581,ZP,204,7X,20120501,20120119,20120430,,FE,I,1,,,
1717582,ZP,204,7X,20120501,20120119,20120430,,FE,I,1,,,
1717584,ZP,203,7X,20090113,20080918,20090105,,FE,I,1,,,
1717584,ZP,203,3X,20151229,20100820,20150909,,FE,I,1,,,
1717596,ZP,108,PL,20110611,20110419,20110505,386,RD,C,1,,,
1717597,ZP,108,PL,20110611,20110419,20110505,386,RD,C,1,,,
1717598,Z,497,CJ,20130911,20130325,,1488,CI,I,1,,,
1717603,ZP,08S,7X,20111129,20110726,20111128,,FE,I,1,,,
1717606,ZP,498,SL,20160408,20160308,,1360,RD,C,1,,,
1717609,ZP,53,7X,20091020,20090630,20091017,,FE,C,1,,,
1717611,ZP,211,7X,20150708,20150312,20150707,,FE,I,1,,,
1717611,ZP,317,CB,20111213,20111116,20150312,446,CI,I,1,,,
1717611,ZP,36,CB,20130228,20111004,20150312,14705,CI,I,1,,,
1717611,ZP,256,CB,20111116,20111003,20150312,560,CI,I,1,,,
1717611,ZP,296,CB,20120502,20110628,20150312,731,CI,I,1,,,
1717611,ZP,256,CB,20111228,20111209,20150312,1184,CI,I,1,,,
1717612,ZP,839,PC,20130530,20121029,20130524,1592,CI,I,1,,,
1717612,Z,822,CB,20140208,20140205,20150123,2000,CI,I,1,,,
1717612,Z,822,CB,20140618,20140609,20150123,3736,CI,I,1,,,
1717612,Z,822,CB,20140930,20140926,20150123,4322,CI,C,1,,,
1717612,Z,822,CB,20150127,20150121,20150123,1014,CI,I,1,,,
1717612,ZP,830,7X,20150507,20150123,20150506,,FE,I,1,,,
1717612,Z,849,PC,20100720,20100224,20100716,776,CI,C,1,,,
1717614,ZP,1,CP,20160903,20111204,,7242,CI,I,1,,,
1717616,ZP,552,CJ,20120418,20100624,,5938,CI,I,1,,,
1717616,ZP,549,CJ,20120725,20120126,,1585,CI,I,1,,,
1717627,ZP,312,RL,20130129,20080312,20121220,828,RD,I,1,,,
1717629,ZP,19,SL,20160617,20110322,,679,CC,I,1,,,
1717635,ZP,418,7X,20070608,20070228,20070607,,FE,C,1,,,
1717636,ZP,419,7X,20120829,20120515,20120828,,FE,I,1,,,
1717636,ZP,178,CB,20120627,20120409,20120515,5882,CI,I,1,,,
1717650,ZP,693,7X,20071018,20070705,20071017,,FE,C,1,,,
1717653,ZP,110,CB,20101221,20101201,20110210,5034,CI,I,1,,,
1717653,ZP,411,7X,20110518,20110210,20110517,,FE,I,1,,,
1717655,ZP,155,CJ,20131018,20130904,,538,CI,I,1,,,
1717661,ZP,34D,SL,20140313,20140123,,2188,RD,I,1,,,
1717664,ZP,275,3D,20130702,20100618,20130701,,FE,C,1,,,
1717667,ZP,08S,7X,20110317,20100930,20110210,,FE,I,1,,,
1717679,ZP,46,CJ,20160524,20160328,,1855,CI,I,1,,,
1717686,ZP,277,3X,20140924,20091103,20140923,,FE,I,1,,,
1717692,ZP,61,PC,20160406,20150909,20151229,687,CI,I,2,,,
1717692,ZP,61,CJ,20140314,20140228,,1263,CI,I,2,,,
1717692,ZP,418,7X,20080819,20080508,20080818,,FE,I,1,,,
1717698,ZP,418,7X,20150124,20141021,20150123,,FE,C,1,,,
1717698,ZP,62,CB,20130511,20130423,20141021,10135,CI,I,1,,,
1717704,ZP,372,7X,20110917,20110610,20110915,,FE,C,1,,,
1717705,ZP,372,7X,20110917,20110610,20110915,,FE,C,1,,,
1717706,ZP,148,PL,20160203,20160105,20160127,581,RD,I,1,,,
1717708,Z,89,PC,20100610,20100216,20100528,378,CI,C,1,,,
1717710,ZP,301,CJ,20110223,20110217,,596,CI,C,1,,,
1717715,ZP,302,CJ,20130604,20111108,,2154,CI,I,1,,,
1717716,ZP,302,CJ,20130604,20111108,,2154,CI,I,1,,,
1717730,ZP,00B,RL,20130611,20130131,20130530,903,RD,C,1,,,
1717733,ZP,11,PC,20130307,20101011,20130225,1000,CI,I,1,,,
1717737,ZP,27,CJ,20160225,20151007,,279,CI,I,2,,,
1717747,ZP,497,PC,20151027,20110330,20140915,1706,CI,I,1,,,
1717754,ZP,428,CJ,20130424,20130417,,3500,MU,I,1,,,
1717755,ZP,400,PC,20121107,20110928,20120327,468,CI,I,1,,,
1717763,ZP,235,SL,20120104,20111219,,359,RD,C,1,,,
1717765,ZP,219,CJ,20100618,20100510,,1221,CI,I,2,,,
1717765,ZP,219,CJ,20110712,20110426,,628,CI,I,2,,,
1717767,ZP,01K,3F,20121121,20121120,,,FE,C,1,,,
1717769,ZP,303,3F,20151217,20151216,,,FE,C,1,,,
1717769,ZP,303,3D,20151208,20150922,20151207,,FE,C,1,,,
1717775,ZP,110,SL,20160405,20160328,,490,RD,C,1,,,
1717787,ZP,545,CJ,20120307,20111212,,413,CI,I,2,,,
1717791,ZP,166,CJ,20100623,20100511,,1356,CI,I,1,,,
1717794,ZP,2,7X,20080930,20080528,20080929,,FE,I,1,,,
1717799,ZP,102,CJ,20131030,20130731,,537,CI,I,2,,,
1717799,ZP,102,CJ,20110621,20110509,,528,CI,I,1,,,
1717799,ZP,102,CJ,20100428,20100324,,1361,CI,I,1,,,
1717814,ZP,25C,CJ,20160601,20160304,,3365,CI,I,1,,,
1717820,ZP,475,CJ,20141011,20140314,,2068,CI,I,1,,,
1717826,ZP,246,CJ,20110107,20101112,,1144,CI,I,1,,,
1717842,ZP,3,CJ,20160419,20160221,,27384,CI,I,1,,,
1717846,ZP,419,7X,20090812,20090430,20090811,,FE,C,1,,,
1717847,ZP,419,7X,20090812,20090430,20090811,,FE,C,1,,,
1717853,ZP,197,RL,20130614,20100608,20130507,1488,RD,I,1,,,
1717855,ZP,780,PC,20160604,20151109,20160506,553,CI,I,1,,,
1717858,ZP,418,7X,20120119,20111026,20120118,,FE,I,1,,,
1717865,ZP,1,7X,20071222,20070830,20071220,,FE,C,1,,,
1717865,ZP,34,CJ,20150408,20150331,,13052,CI,I,1,,,
1717870,ZP,76,7X,20080703,20080328,20080702,,FE,I,1,,,
1717873,ZP,372,3X,20140806,20110602,20140805,,FE,I,1,,,
1717874,ZP,8,SL,20120717,20110831,,289,RD,C,1,,,
1717874,ZP,107,7X,20110615,20110311,20110614,,FE,I,1,,,
1717882,ZP,01C,3X,20151219,20110407,20151214,,FE,I,1,,,
1717882,ZP,01C,7X,20090223,20090223,20091222,,BK,I,1,,,
1717892,ZP,186,7X,20120403,20111213,20120402,,FE,C,1,,,
1717893,ZP,186,7X,20120403,20111213,20120402,,FE,C,1,,,
1717904,ZP,319,CJ,20131029,20130910,,3500,CI,I,1,,,
1717904,ZP,285,CJ,20140827,20140507,,2098,CI,I,1,,,
1717911,ZP,111,CJ,20160510,20160506,,2765,CI,I,1,,,
1717918,ZP,157,PC,20120209,20091217,20120117,1341,CI,I,1,,,
1717918,ZP,157,PC,20131207,20100924,20131028,1926,CI,I,1,,,
1717919,ZP,157,PC,20131207,20100924,20131028,1926,CI,I,1,,,
1717919,ZP,157,PC,20120209,20091217,20120117,1341,CI,I,1,,,
1717923,ZP,203,7X,20070228,20061113,20070220,,FE,I,1,,,
1717929,ZP,26P,7X,20101216,20100811,20101215,,FE,I,1,,,
1717931,ZP,18N,CJ,20160119,20160106,,200,CI,C,1,,,
1717932,ZP,18N,CJ,20160119,20160106,,200,CI,C,1,,,
1717935,ZP,498,PF,20151002,20070419,20140915,2942,RD,C,1,,,
1717935,ZP,498,FT,20101229,20100419,,3210,RD,C,1,,,
1717939,ZP,157,PF,20120404,20080319,20120326,7616,RD,I,1,,,
1717939,ZP,157,RL,20140624,20090202,20140527,785,RD,C,1,,,
1717939,ZP,157,RL,20140820,20100817,20140722,2415,RD,C,1,,,
1717939,ZP,157,RL,20150804,20121227,20130127,2790,RD,C,1,,,
1717944,ZP,211,7X,20151111,20150723,20151110,,FE,I,1,,,
1717944,ZP,31,RL,20160130,20140829,20140918,2752,RD,I,1,,,
1717944,ZP,31,RL,20160130,20140829,20140918,1546,RD,I,1,,,
1717944,ZP,31,RL,20160130,20140829,20150918,816,RD,I,1,,,
1717955,ZP,830,3D,20110819,20110729,20110818,,FE,I,1,,,
1717959,ZP,372,3F,20130423,20130422,,,FE,I,1,,,
1717962,ZP,25U,PC,20160116,20130114,20140915,647,CI,I,1,,,
1717962,ZP,25U,CJ,20121102,20121018,,816,CI,I,1,,,
1717962,ZP,25U,CJ,20120727,20120612,,911,CI,I,1,,,
1717962,ZP,970,7X,20080828,20080527,20080827,,FE,I,1,,,
1717968,ZP,275,3X,20141205,20111208,20141204,,FE,I,1,,,
1717970,ZP,44,CJ,20111209,20111031,,2807,CI,I,2,,,
1717970,ZP,186,PF,20121006,20101206,20120920,9268,RD,C,1,,,
1717970,ZP,44,CJ,20100619,20100611,,204,CI,I,1,,,
1717970,ZP,184,SL,20100721,20100526,,581,RD,C,1,,,
1717974,ZP,76,SL,20100618,20100201,,57468,RD,I,1,,,
1717974,ZP,76,SL,20101009,20100802,,50238,RD,I,1,,,
1717975,ZP,76,SL,20100618,20100201,,57468,RD,I,1,,,
1717975,ZP,76,SL,20101009,20100802,,50238,RD,I,1,,,
1717976,ZP,112,CJ,20130910,20130724,,1580,CI,I,2,,,
1717978,ZP,16J,CJ,20150227,20150106,,3175,CI,I,1,,,
1717978,ZP,14U,FT,20150605,20150529,,24947,RD,C,1,,,
1717978,ZP,14U,PF,20151229,20130621,20151221,1430,RD,C,1,,,
1717979,ZP,25J,RL,20110322,20101118,20110120,121,RD,I,1,,,
1717979,ZP,35B,7X,20120818,20120330,20120817,,FE,C,1,,,
1717981,ZP,53,7X,20091104,20090717,20091103,,FE,I,1,,,
1717982,ZP,53,7X,20091104,20090717,20091103,,FE,I,1,,,
1717986,ZP,62V,FT,20150904,20150828,,16044,RD,I,1,,,
1717989,ZP,372,7X,20151126,20150827,20151125,,FE,C,1,,,
1717991,ZP,116,PC,20130205,20110111,20121120,208,CI,I,1,,,
1717991,ZP,116,PC,20140909,20131011,20140722,747,CI,I,1,,,
1717993,ZP,203,7X,20130620,20130221,20130619,,FE,I,1,,,
1717998,ZP,157,PC,20130510,20120724,20130402,536,CI,I,1,,,
1718007,ZP,372,7X,20080301,20071102,20080229,,FE,C,1,,,
1718008,ZP,275,3F,20110827,20110826,,,FE,I,1,,,
1718015,ZP,203,7X,20150822,20100413,20100728,,BK,I,1,,,
1718023,ZP,275,7X,20120310,20111204,20120309,,FE,C,1,,,
1718031,Z,524,RL,20140820,20120820,20140307,556,RD,I,1,,,
1718031,Z,524,RL,20120717,20111010,20120427,578,RD,I,1,,,
1718031,Z,524,RL,20130108,20110928,20121025,370,RD,I,1,,,
1718032,ZP,137,PC,20150918,20110609,20150908,281,CI,I,2,,,
1718032,ZP,137,PC,20150915,20120228,20150909,339,CI,I,1,,,
1718036,ZP,499,CJ,20160203,20151221,,9372,CI,I,1,,,
1718036,ZP,564,7X,20100123,20091001,20100122,,FE,I,1,,,
1718040,ZP,484,7X,20150603,20150206,20150602,,FE,I,1,,,
1718061,ZP,143,SL,20130606,20130524,,4325,RD,I,1,,,
1718061,ZP,143,RL,20150424,20120502,20120717,1650,RD,I,1,,,
1718061,ZP,143,PF,20160316,20080910,20150506,14861,RD,I,1,,,
1718065,ZP,80,CJ,20130110,20121206,,1070,CI,I,1,,,
1718065,ZP,80,PC,20140716,20140121,20140602,1238,CI,I,1,,,
1718065,ZP,80,PC,20160408,20140512,20150302,1458,CI,I,1,,,
1718069,ZP,109,7X,20160323,20151229,20160322,,FE,I,1,,,
1718069,ZP,94,CB,20151231,20151113,20151229,984,CI,I,1,,,
1718069,ZP,102,CB,20160915,20151014,20151229,650,CI,I,1,,,
1718070,ZP,1,PL,20100309,20090318,20100220,558,RD,I,1,,,
1718070,ZP,1,CJ,20141022,20141016,,1515,CI,I,2,,,
1718071,Z,459,CJ,20111008,20110628,,514,CI,C,2,,,
1718079,ZP,374,3X,20151212,20091217,20151211,,FE,C,1,,,
1718084,ZP,26E,CJ,20131227,20131206,,1425,CI,I,1,,,
1718092,ZP,373,3D,20150730,20140401,20150729,,FE,I,1,,,
1718092,ZP,280,CB,20151218,20150701,20150911,2083,CI,I,2,,,
1718092,ZP,373,7X,20160413,20150911,20160411,,FE,I,1,,,
1718092,ZP,373,7X,20070830,20070601,20070828,,FE,I,1,,,
1718095,ZP,490,RL,20160504,20130903,20160209,3177,RD,C,1,,,
1718097,ZP,155,PC,20130326,20120601,20130219,430,CI,I,1,,,
1718097,ZP,151,7D,20130215,20111006,20121026,,FE,I,1,,,
1718100,ZP,437,7X,20100331,20091222,20100330,,FE,C,1,,,
1718101,ZP,110,CB,20130411,20130225,20130308,4668,CI,I,1,,,
1718101,ZP,411,7X,20130619,20130308,20130618,,FE,I,1,,,
1718105,ZP,155,PC,20130326,20120229,20130220,204,CI,I,2,,,
1718108,ZP,26P,7X,20120807,20120425,20120806,,FE,C,1,,,
1718109,ZP,36,PC,20160728,20141215,20160602,603,CI,I,1,,,
1718109,ZP,36,PC,20131217,20130108,20131113,628,CI,I,1,,,
1718118,ZP,436,PF,20160721,20160520,20160601,34313,RD,I,1,,,
1718136,ZP,12,CJ,20160202,20151026,,823,CI,I,2,,,
1718142,ZP,309,7X,20101005,20100611,20101001,,FE,C,1,,,
1718145,ZP,411,7X,20081111,20080728,20081107,,FE,C,1,,,
1718146,ZP,441,PC,20130507,20121106,20130423,183,CI,I,1,,,
1718146,ZP,441,PC,20120615,20110824,20120522,859,CI,I,1,,,
1718150,Z,207,SL,20121019,20120810,,208,RD,I,1,,,
1718150,Z,207,SL,20121019,20120810,,548,RD,I,1,,,
1718150,Z,207,SL,20100707,20100618,,5286,RD,I,1,,,
1718150,Z,207,SL,20100714,20100618,,560,RD,I,1,,,
1718152,ZP,277,7X,20091008,20091008,20100203,,BK,I,1,,,
1718154,ZP,436,FT,20100420,20100406,,25052,RD,I,1,,,
1718172,ZP,484,7X,20130124,20120925,20130122,,FE,I,1,,,
1718175,ZP,411,7X,20160622,20160315,20160621,,FE,I,1,,,
1718184,ZP,187,7X,20120405,20111228,20120404,,FE,C,1,,,
1718185,ZP,436,7X,20100121,20091007,20100119,,FE,I,1,,,
1718186,ZP,436,7X,20100121,20091007,20100119,,FE,I,1,,,
1718188,ZP,203,7X,20130320,20121123,20130319,,FE,I,1,,,
1718191,ZP,155,CJ,20130702,20130515,,200,CI,I,1,,,
1718192,ZP,2,7X,20140808,20100728,20110202,,BK,C,1,,,
1718196,ZP,13V,7X,20160406,20111006,20120430,,BK,I,1,,,
1718199,ZP,206,SL,20100528,20100421,,17805,RD,I,1,,,
1718199,ZP,155,CB,20140312,20140212,20140417,423,CI,I,1,,,
1718199,ZP,155,CJ,20140916,20140813,,1793,CI,C,1,,,
1718199,ZP,153,SL,20151229,20151203,,370,RD,C,1,,,
1718199,ZP,151,7X,20140807,20140417,20140806,,FE,I,1,,,
1718199,ZP,207,CB,20110604,20110315,20140417,2099,CI,I,1,,,
1718209,ZP,60,CJ,20131031,20130906,,22685,CI,I,1,,,
1718210,ZP,1,CP,20160903,20120304,,23260,CI,I,1,,,
1718211,ZP,277,7X,20160205,20121226,20160204,,FE,I,1,,,
1718228,ZP,275,7X,20081010,20080527,20081007,,FE,I,1,,,
1718235,ZP,35B,7X,20111202,20110818,20111201,,FE,I,1,,,
1718239,ZP,157,SL,20121113,20121107,,608,RD,I,1,,,
1718245,ZP,102,PC,20121113,20110301,20120905,4356,CI,I,1,,,
1718245,ZP,1,RL,20130709,20120521,20130208,884,RD,I,1,,,
1718246,ZP,53,7X,20130618,20100302,20130617,,FE,I,1,,,
1718250,ZP,462,SL,20110630,20110525,,1317,RD,C,1,,,
1718250,ZP,462,SL,20110630,20110525,,695,RD,C,1,,,
1718259,ZP,69,PC,20160707,20150909,20160303,683,CI,C,1,,,
1718259,ZP,484,7X,20131227,20100726,20131226,,FE,C,1,,,
1718271,ZP,289,CJ,20131004,20130926,,888,CI,I,1,,,
1718271,ZP,373,3D,20150924,20120926,20150923,,FE,I,1,,,
1718271,ZP,289,CJ,20110920,20110808,,613,CI,I,1,,,
1718289,ZP,694,7X,20100331,20091223,20100330,,FE,I,1,,,
1718291,ZP,236,PC,20141212,20140407,20141205,3013,CI,I,1,,,
1718299,ZP,406,CJ,20160615,20160314,,1141,CI,I,2,,,
1718309,ZP,00F,CJ,20111130,20110609,,4208,CI,I,1,,,
1718316,ZP,52,PC,20150328,20120531,20140121,5897,CI,I,2,,,
1718316,ZP,153,PL,20140125,20090618,20140114,2017,RD,I,1,,,
1718316,ZP,29,PL,20140131,20081125,20140113,12785,RD,I,1,,,
1718316,ZP,28,PF,20120418,20061226,20120409,18602,RD,I,1,,,
1718316,ZP,164,PC,20141112,20130314,20140123,227,CI,I,2,,,
1718318,ZP,632,7X,20131009,20130705,20131008,,FE,C,1,,,
1718326,ZP,632,7X,20100506,20100114,20100505,,FE,I,1,,,
1718326,ZP,109,RL,20160728,20150605,20160716,794,RD,I,1,,,
1718341,ZP,384,7X,20080115,20070925,20080114,,FE,I,1,,,
1718347,ZP,82,7X,20090812,20090404,20090811,,FE,C,1,,,
1718353,ZP,144,RL,20160427,20151103,20160127,849,RD,C,1,,,
1718353,ZP,144,RL,20101228,20101020,20101110,854,RD,C,1,,,
1718353,ZP,144,RL,20131204,20130424,20131127,677,RD,C,1,,,
1718353,ZP,144,RL,20110823,20110329,20110808,902,RD,C,1,,,
1718356,ZP,24H,7X,20150114,20140821,20150113,,FE,I,1,,,
1718356,ZP,24H,3D,20110726,20110121,20110725,,FE,I,1,,,
1718356,ZP,52P,CB,20101202,20101012,20140821,750,CI,I,1,,,
1718357,ZP,372,7X,20130730,20110921,20111221,,FE,C,1,,,
1718366,ZP,471,3X,20130529,20100120,20130528,,FE,C,1,,,
1718367,ZP,471,3X,20130529,20100120,20130528,,FE,C,1,,,
1718368,ZP,2,PC,20130206,20110902,20121025,3368,CI,I,1,,,
1718369,ZP,34,CJ,20121010,20120710,,4811,CI,I,2,,,
1718370,ZP,01Q,7X,20130601,20121029,20130531,,FE,I,1,,,
1718385,ZP,159,CJ,20110218,20110110,,3956,CI,I,1,,,
1718395,ZP,483,7X,20110210,20101021,20110208,,FE,C,1,,,
1718395,ZP,44,CJ,20101209,20101119,,11800,CI,I,1,,,
1718396,ZP,483,7X,20110210,20101021,20110208,,FE,C,1,,,
1718409,Z,207,RL,20151119,20120403,20150619,1719,RD,I,1,,,
1718409,Z,234,PC,20151124,20150923,20151116,980,CI,I,1,,,
1718411,Z,119,CJ,20141108,20140903,,1034,CI,I,1,,,
1718411,ZP,82,7X,20090107,20080903,20090105,,FE,C,1,,,
1718411,Z,119,CJ,20150630,20150429,,642,CI,I,1,,,
1718412,Z,119,CJ,20150630,20150429,,642,CI,I,1,,,
1718412,Z,119,CJ,20141108,20140903,,1034,CI,I,1,,,
1718412,ZP,82,7X,20090107,20080903,20090105,,FE,C,1,,,
1718433,ZP,333,CJ,20131219,20130923,,3299,CI,C,1,,,
1718434,ZP,333,CJ,20131219,20130923,,3299,CI,C,1,,,
1718442,Z,10F,RL,20130430,20110705,20121226,780,RD,I,1,,,
1718447,ZP,386,PC,20140109,20110107,20131024,150,CI,C,2,,,
1718448,ZP,110,PC,20121213,20110310,20121005,1723,CI,I,1,,,
1718448,ZP,386,PC,20140109,20110107,20131024,150,CI,C,2,,,
1718448,ZP,146,FT,20130522,20111108,,19078,RD,I,1,,,
1718450,ZP,80,CJ,20121009,20120905,,1435,CI,I,1,,,
1718450,ZP,80,CJ,20140108,20131203,,1959,CI,I,1,,,
1718453,ZP,5,7X,20081216,20080310,20081215,,FE,C,1,,,
1718454,ZP,5,7X,20081216,20080310,20081215,,FE,C,1,,,
1718456,Z,89,CJ,20100318,20100305,,50349,CI,I,1,,,
1718463,ZP,455,CJ,20141106,20140506,,1050,CI,I,1,,,
1718466,ZP,58B,PC,20130611,20130221,20130321,2368,CI,I,1,,,
1718467,ZP,869,CJ,20130802,20130628,,170,CI,C,1,,,
1718467,ZP,869,PC,20130521,20130215,20130412,1322,CI,C,1,,,
1718474,ZP,170,CJ,20140118,20130807,,11449,CI,I,2,,,
1718475,ZP,970,3X,20160521,20111118,20160520,,FE,C,1,,,
1718475,ZP,23J,CJ,20120404,20111104,,822,CI,I,1,,,
1718475,ZP,23J,CJ,20101026,20100915,,7149,CI,I,1,,,
1718479,ZP,95,PC,20130329,20100322,20100422,1665,CI,I,1,,,
1718481,ZP,275,7X,20081119,20080813,20081118,,FE,C,1,,,
1718482,ZP,63,CJ,20140826,20140820,,1495,CI,I,1,,,
1718482,ZP,275,7X,20081119,20080813,20081118,,FE,C,1,,,
1718489,ZP,158,PC,20150313,20131211,20150121,1478,CI,I,1,,,
1718496,ZP,24F,3D,20150625,20120917,20150624,,FE,I,1,,,
1718497,ZP,23,CJ,20110927,20110921,,1081,CI,I,1,,,
1718497,ZP,23,CJ,20110422,20110406,,704,CI,I,1,,,
1718497,ZP,23,CJ,20100227,20100217,,494,CI,C,2,,,
1718497,ZP,23,CJ,20160813,20160713,,5760,CI,C,1,,,
1718497,ZP,23,CJ,20141010,20141001,,3780,CI,C,2,,,
1718512,ZP,75,7X,20110504,20110128,20110503,,FE,I,1,,,
1718513,ZP,75,7X,20110504,20110128,20110503,,FE,I,1,,,
1718518,ZP,411,CJ,20100922,20100726,,285,CI,I,2,,,
1718528,ZP,35Q,7X,20110127,20100830,20110126,,FE,I,1,,,
1718531,ZP,411,7X,20090624,20090122,20090622,,FE,I,1,,,
1718534,ZP,490,CJ,20150314,20150225,,2769,CI,I,1,,,
1718534,ZP,326,PC,20140725,20130628,20140507,5572,CI,I,2,,,
1718534,ZP,490,CJ,20140319,20121212,,527,CI,I,1,,,
1718534,ZP,490,CJ,20140318,20120808,,381,CI,I,2,,,
1718534,ZP,490,CJ,20151013,20150930,,596,CI,I,2,,,
1718534,ZP,326,PC,20130730,20120209,20120625,1122,CI,I,2,,,
1718534,ZP,490,CJ,20140305,20110420,,137,CI,I,2,,,
1718534,ZP,490,CJ,20150331,20150311,,1187,CI,I,1,,,
1718534,ZP,490,CJ,20150314,20150225,,887,CI,I,1,,,
1718548,ZP,26P,7X,20110818,20101001,20110817,,FE,I,1,,,
1718554,ZP,60,CJ,20100402,20100222,,4994,CI,I,1,,,
1718554,ZP,419,3F,20120426,20120425,,,FE,C,1,,,
1718558,ZP,241,PC,20140711,20130611,20140709,6197,CI,I,1,,,
1718559,ZP,437,7X,20100630,20100319,20100629,,FE,C,1,,,
1718563,ZP,108,SL,20151112,20151106,,161,RD,C,1,,,
1718565,ZP,55,SL,20140326,20140325,,525,RD,I,1,,,
1718565,ZP,50,CJ,20131113,20121115,,400,CI,I,1,,,
1718565,ZP,50,PC,20151028,20100806,20110218,329,CI,I,1,,,
1718573,ZP,482,7X,20141217,20140814,20141216,,FE,I,1,,,
1718576,ZP,74,CJ,20140927,20140828,,1999,CI,I,1,,,
1718579,ZP,372,7X,20120406,20111229,20120404,,FE,C,1,,,
1718584,ZP,632,7D,20140922,20120702,20121005,,BK,I,1,,,
1718584,ZP,71,CJ,20120824,20120404,,18690,RD,I,1,,,
1718584,ZP,70,RL,20100715,20091030,20100617,7203,RD,C,1,,,
1718586,ZP,126,CJ,20150120,20141030,,1950,CI,C,1,,,
1718586,ZP,372,7X,20100422,20091230,20100421,,FE,C,1,,,
1718587,ZP,126,CJ,20150120,20141030,,1950,CI,C,1,,,
1718587,ZP,372,7X,20100422,20091230,20100421,,FE,C,1,,,
1718590,Z,468,CJ,20130416,20130315,,521,CI,C,1,,,
1718595,ZP,483,7X,20100819,20100505,20100817,,FE,I,1,,,
1718612,ZP,27,CJ,20140501,20130626,,440,CI,C,1,,,
1718613,ZP,58,CJ,20160609,20160506,,692,CI,I,1,,,
1718613,ZP,58,PC,20150529,20150327,20150402,227,CI,I,2,,,
1718613,ZP,41,RL,20140122,20131126,20131218,863,RD,I,1,,,
1718615,ZP,25R,RL,20150909,20090122,20150818,1535,RD,I,1,,,
1718618,ZP,453,CJ,20160706,20160405,,3885,CI,I,1,,,
1718629,Z,222,SL,20160621,20160617,,335,RD,C,1,,,
1718635,ZP,01K,3X,20160419,20111130,20160418,,FE,C,1,,,
1718664,Z,191,CB,20110316,20110228,20110622,1259,CI,C,2,,,
1718664,ZP,482,7X,20120208,20110622,20120207,,FE,C,1,,,
1718667,ZP,486,CJ,20150417,20150129,,402,CI,C,1,,,
1718667,ZP,484,RL,20130509,20121217,20130415,992,RD,I,1,,,
1718667,ZP,484,RL,20110402,20091011,20110314,3062,RD,I,1,,,
1718669,ZP,137,CJ,20160701,20160419,,229,CI,I,1,,,
1718669,ZP,137,CB,20100728,20091116,20140306,548,CI,I,1,,,
1718669,ZP,137,CB,20110511,20110408,20140306,91,CI,I,1,,,
1718669,ZP,137,CB,20121212,20110919,20140306,115,CI,I,1,,,
1718669,ZP,137,CB,20130206,20121126,20140306,2895,CI,I,1,,,
1718669,ZP,137,CB,20140123,20130521,20140306,1284,CI,I,1,,,
1718669,ZP,439,7X,20140604,20140306,20140603,,FE,I,1,,,
1718669,ZP,137,CJ,20150407,20150113,,950,CI,I,1,,,
1718669,ZP,137,PC,20160618,20160324,20160520,96,CI,I,2,,,
1718671,ZP,83,7X,20091016,20090629,20091015,,FE,C,1,,,
1718672,ZP,83,7X,20091016,20090629,20091015,,FE,C,1,,,
1718675,ZP,199,RL,20100114,20090707,20091103,592,RD,C,1,,,
1718675,ZP,199,RL,20131029,20130625,20131008,387,RD,I,1,,,
1718675,ZP,199,RL,20091217,20090707,20091103,697,RD,I,1,,,
1718680,ZP,24,PC,20160608,20100627,20120320,1724,CI,I,1,,,
1718683,ZP,627,7X,20070223,20061117,20070221,,FE,I,1,,,
1718684,ZP,51,PF,20140215,20110314,20130717,64353,RD,I,1,,,
1718700,ZP,627,7X,20081220,20080825,20081219,,FE,C,1,,,
1718700,ZP,7,SL,20140702,20140324,,0,RD,I,1,,,
1718702,ZP,47,CJ,20130409,20130326,,1070,CI,C,1,,,
1718702,ZP,47,CJ,20100909,20100413,,80,CI,C,1,,,
